size,library,time
128x128, scipy, 0.0002666539999999773
128x128, pydct, 0.0026774390000000037
128x128, scipy, 0.00018406100000001313
128x128, pydct, 0.002591687000000009
128x128, scipy, 0.00021732100000004806
128x128, pydct, 0.0026021649999999896
128x128, scipy, 0.00017942499999995531
128x128, pydct, 0.002447385000000024
256x256, scipy, 0.00022646099999995561
256x256, pydct, 0.0034506590000000226
256x256, scipy, 0.0002317569999999991
256x256, pydct, 0.003234398000000027
256x256, scipy, 0.000283264999999977
256x256, pydct, 0.0032516260000000075
256x256, scipy, 0.0002245570000000141
256x256, pydct, 0.003501085000000015
256x256, scipy, 0.0003140859999999912
256x256, pydct, 0.0034570239999999752
256x256, scipy, 0.0001809480000000141
256x256, pydct, 0.003513725999999995
256x256, scipy, 0.00020847399999995853
256x256, pydct, 0.0034457380000000315
256x256, scipy, 0.0002884129999999874
256x256, pydct, 0.0034348050000000407
256x256, scipy, 0.00017609099999998934
256x256, pydct, 0.003386573000000004
256x256, scipy, 0.0001870580000000177
256x256, pydct, 0.003836182999999993
512x512, scipy, 0.00019708200000001508
512x512, pydct, 0.004718652999999962
512x512, scipy, 0.00019820999999997646
512x512, pydct, 0.0045509209999999856
512x512, scipy, 0.0002628269999999655
512x512, pydct, 0.004331351999999955
512x512, scipy, 0.000310511999999985
512x512, pydct, 0.00469565999999999
512x512, scipy, 0.0002603800000000045
512x512, pydct, 0.006856411000000007
512x512, scipy, 0.0002272810000000236
512x512, pydct, 0.004764117999999984
512x512, scipy, 0.00020824800000002197
512x512, pydct, 0.004374647000000009
512x512, scipy, 0.00026468899999998463
512x512, pydct, 0.004854923000000011
512x512, scipy, 0.0002331120000000353
512x512, pydct, 0.00491828900000002
512x512, scipy, 0.00019218000000004176
512x512, pydct, 0.0053326349999999745
1024x1024, scipy, 0.00027146900000002416
1024x1024, pydct, 0.008522097999999978
1024x1024, scipy, 0.00021295500000001466
1024x1024, pydct, 0.006849516999999972
1024x1024, scipy, 0.00025448700000002544
1024x1024, pydct, 0.005512429000000041
1024x1024, scipy, 0.0001750789999999669
1024x1024, pydct, 0.005649206000000018
1024x1024, scipy, 0.000174219000000031
1024x1024, pydct, 0.005461331000000014
1024x1024, scipy, 0.00025479400000000263
1024x1024, pydct, 0.005397576999999987
1024x1024, scipy, 0.00023000600000000482
1024x1024, pydct, 0.005583373000000003
1024x1024, scipy, 0.00017741399999998686
1024x1024, pydct, 0.005420183000000023
1024x1024, scipy, 0.00023865499999997652
1024x1024, pydct, 0.005436677000000001
1024x1024, scipy, 0.00019183100000003117
1024x1024, pydct, 0.005880323999999992
2048x2048, scipy, 0.00028551599999998567
2048x2048, pydct, 0.0069935250000000004
2048x2048, scipy, 0.00023078300000001217
2048x2048, pydct, 0.006682227999999957
2048x2048, scipy, 0.0003195249999999872
2048x2048, pydct, 0.006906512000000031
2048x2048, scipy, 0.0002599340000000172
2048x2048, pydct, 0.007038717000000028
2048x2048, scipy, 0.00023458300000001042
2048x2048, pydct, 0.006961957000000019
2048x2048, scipy, 0.00018790899999998611
2048x2048, pydct, 0.007187090000000063
2048x2048, scipy, 0.0002284260000000593
2048x2048, pydct, 0.0070050269999999415
2048x2048, scipy, 0.00024306100000004438
2048x2048, pydct, 0.007704571999999965
2048x2048, scipy, 0.00043535900000002403
2048x2048, pydct, 0.007810688999999926
2048x2048, scipy, 0.00018446599999999425
2048x2048, pydct, 0.007877580999999911
4096x4096, scipy, 0.0002023759999999486
4096x4096, pydct, 0.008514841999999967
4096x4096, scipy, 0.00019960600000001882
4096x4096, pydct, 0.010584629000000012
4096x4096, scipy, 0.00024255400000006144
4096x4096, pydct, 0.01147091
4096x4096, scipy, 0.00026880899999992547
4096x4096, pydct, 0.008619158999999987
4096x4096, scipy, 0.00022716599999994536
4096x4096, pydct, 0.008894073000000002
4096x4096, scipy, 0.0002083670000000426
4096x4096, pydct, 0.008439689000000028
4096x4096, scipy, 0.00032083299999996484
4096x4096, pydct, 0.008766300000000005
4096x4096, scipy, 0.0002949870000000798
4096x4096, pydct, 0.008601846000000024
4096x4096, scipy, 0.00023570100000003258
4096x4096, pydct, 0.008438903999999914
4096x4096, scipy, 0.00020185200000000236
4096x4096, pydct, 0.008666045999999983
8192x8192, scipy, 0.00018357699999993482
8192x8192, pydct, 0.011726804000000035
8192x8192, scipy, 0.0002494960000000157
8192x8192, pydct, 0.014693351999999993
8192x8192, scipy, 0.00021172400000002423
8192x8192, pydct, 0.011635618999999986
8192x8192, scipy, 0.00026938399999998364
8192x8192, pydct, 0.011607718000000045
8192x8192, scipy, 0.00021960399999998437
8192x8192, pydct, 0.011079803
8192x8192, scipy, 0.00019744899999996068
8192x8192, pydct, 0.011226468000000045
8192x8192, scipy, 0.00023256000000004828
8192x8192, pydct, 0.01098405400000002
8192x8192, scipy, 0.00020576199999999822
8192x8192, pydct, 0.013370039
8192x8192, scipy, 0.00025127499999999525
8192x8192, pydct, 0.013637517000000043
8192x8192, scipy, 0.0003231229999999252
8192x8192, pydct, 0.011574682999999975
16384x16384, scipy, 0.0009309769999999995
16384x16384, pydct, 0.013851480000000027
16384x16384, scipy, 0.00025449200000005057
16384x16384, pydct, 0.01305208999999996
16384x16384, scipy, 0.00021303799999994322
16384x16384, pydct, 0.013318139999999978
16384x16384, scipy, 0.0002670799999999751
16384x16384, pydct, 0.013062361999999994
16384x16384, scipy, 0.00022026399999997004
16384x16384, pydct, 0.01297145200000005
16384x16384, scipy, 0.0001811929999999684
16384x16384, pydct, 0.013857665000000075
16384x16384, scipy, 0.00017360200000005044
16384x16384, pydct, 0.015070381999999993
16384x16384, scipy, 0.00027775199999990896
16384x16384, pydct, 0.015178546999999987
16384x16384, scipy, 0.00022250400000001225
16384x16384, pydct, 0.013547122000000078
16384x16384, scipy, 0.00022852000000006534
16384x16384, pydct, 0.015982374999999993
32768x32768, scipy, 0.0001975589999999583
32768x32768, pydct, 0.015522216000000033
32768x32768, scipy, 0.0002617070000000554
32768x32768, pydct, 0.015449352000000083
32768x32768, scipy, 0.00019163200000005265
32768x32768, pydct, 0.015385264000000065
32768x32768, scipy, 0.00019918600000001785
32768x32768, pydct, 0.01536427600000001
32768x32768, scipy, 0.0002304010000000467
32768x32768, pydct, 0.015269278000000108
32768x32768, scipy, 0.0002647540000000337
32768x32768, pydct, 0.015039274000000047
32768x32768, scipy, 0.00023885700000003673
32768x32768, pydct, 0.016248189999999996
32768x32768, scipy, 0.00022258400000008116
32768x32768, pydct, 0.015371320000000077
32768x32768, scipy, 0.00020912800000005838
32768x32768, pydct, 0.015268241000000016
32768x32768, scipy, 0.0005760130000000974
32768x32768, pydct, 0.01796015299999998
65536x65536, scipy, 0.0003475659999998548
65536x65536, pydct, 0.02089917600000013
65536x65536, scipy, 0.0002791410000000383
65536x65536, pydct, 0.01810297400000005
65536x65536, scipy, 0.000207930999999828
65536x65536, pydct, 0.017931264000000002
65536x65536, scipy, 0.0001702199999999987
65536x65536, pydct, 0.017963067000000166
65536x65536, scipy, 0.00030808400000004177
65536x65536, pydct, 0.018906494999999968
65536x65536, scipy, 0.0003099540000000012
65536x65536, pydct, 0.019314211000000192
65536x65536, scipy, 0.00020722000000006346
65536x65536, pydct, 0.018233026999999957
65536x65536, scipy, 0.00022649600000002046
65536x65536, pydct, 0.018048440999999915
65536x65536, scipy, 0.0002053310000000863
65536x65536, pydct, 0.018282820000000033
65536x65536, scipy, 0.00024094000000007831
65536x65536, pydct, 0.019978891000000054
131072x131072, scipy, 0.00029725499999999627
131072x131072, pydct, 0.02233935400000009
131072x131072, scipy, 0.0003059370000000339
131072x131072, pydct, 0.021403923000000047
131072x131072, scipy, 0.0002420430000000806
131072x131072, pydct, 0.022721116999999902
131072x131072, scipy, 0.0002076550000000843
131072x131072, pydct, 0.023500157999999827
131072x131072, scipy, 0.00020619500000007562
131072x131072, pydct, 0.026150023000000022
131072x131072, scipy, 0.0003151059999999539
131072x131072, pydct, 0.021469826999999997
131072x131072, scipy, 0.00018868599999999347
131072x131072, pydct, 0.02317857999999995
131072x131072, scipy, 0.0002476350000000238
131072x131072, pydct, 0.02378722600000005
131072x131072, scipy, 0.00029329799999988637
131072x131072, pydct, 0.022405396000000133
131072x131072, scipy, 0.0002717819999999982
131072x131072, pydct, 0.02062869600000017
262144x262144, scipy, 0.00028092499999998743
262144x262144, pydct, 0.025105929000000193
262144x262144, scipy, 0.0003028920000001101
262144x262144, pydct, 0.024562874000000123
262144x262144, scipy, 0.00024363700000007427
262144x262144, pydct, 0.024931833999999986
262144x262144, scipy, 0.00024627200000004734
262144x262144, pydct, 0.028812780999999843
262144x262144, scipy, 0.0002044330000001704
262144x262144, pydct, 0.02737824199999994
262144x262144, scipy, 0.0002984050000001126
262144x262144, pydct, 0.02655172699999997
262144x262144, scipy, 0.00022178100000003198
262144x262144, pydct, 0.02743624999999983
262144x262144, scipy, 0.00027637899999999327
262144x262144, pydct, 0.027149251999999846
262144x262144, scipy, 0.00020534199999988623
262144x262144, pydct, 0.028067602999999997
262144x262144, scipy, 0.00020217700000002559
262144x262144, pydct, 0.02576907999999989
524288x524288, scipy, 0.00022151399999992272
524288x524288, pydct, 0.029707306000000155
524288x524288, scipy, 0.00023830600000018798
524288x524288, pydct, 0.02978736500000001
524288x524288, scipy, 0.0003433440000000232
524288x524288, pydct, 0.029039873999999966
524288x524288, scipy, 0.00027927400000016256
524288x524288, pydct, 0.02934801000000009
524288x524288, scipy, 0.00025710500000020176
524288x524288, pydct, 0.029773304999999972
524288x524288, scipy, 0.000226266000000086
524288x524288, pydct, 0.030071037999999994
524288x524288, scipy, 0.00019828799999999092
524288x524288, pydct, 0.030195578000000056
524288x524288, scipy, 0.00027563399999985805
524288x524288, pydct, 0.030250844
524288x524288, scipy, 0.00021293200000016554
524288x524288, pydct, 0.030187138000000058
524288x524288, scipy, 0.00027467799999980613
524288x524288, pydct, 0.033345715999999914
1048576x1048576, scipy, 0.00024417900000006654
1048576x1048576, pydct, 0.03485395299999983
1048576x1048576, scipy, 0.00019121899999996472
1048576x1048576, pydct, 0.03491994399999987
1048576x1048576, scipy, 0.0002494799999999131
1048576x1048576, pydct, 0.03460813599999968
1048576x1048576, scipy, 0.00030707300000010207
1048576x1048576, pydct, 0.033270511
1048576x1048576, scipy, 0.00023667299999985403
1048576x1048576, pydct, 0.03678264899999961
1048576x1048576, scipy, 0.0002755899999997702
1048576x1048576, pydct, 0.037668313999999814
1048576x1048576, scipy, 0.0002153680000001046
1048576x1048576, pydct, 0.03561184199999978
1048576x1048576, scipy, 0.00022586200000018763
1048576x1048576, pydct, 0.03629377899999975
1048576x1048576, scipy, 0.0002948350000000488
1048576x1048576, pydct, 0.03557370399999993
1048576x1048576, scipy, 0.00029644000000006443
1048576x1048576, pydct, 0.034213786000000024
2097152x2097152, scipy, 0.00022039700000009432
2097152x2097152, pydct, 0.03939163399999979
2097152x2097152, scipy, 0.00021375699999959252
2097152x2097152, pydct, 0.0404003799999999
2097152x2097152, scipy, 0.0002947170000000554
2097152x2097152, pydct, 0.03957314800000011
2097152x2097152, scipy, 0.00023095400000006094
2097152x2097152, pydct, 0.043716732000000036
2097152x2097152, scipy, 0.0002361060000000137
2097152x2097152, pydct, 0.04679735099999993
2097152x2097152, scipy, 0.000322219000000068
2097152x2097152, pydct, 0.04413876099999969
2097152x2097152, scipy, 0.000249045999999975
2097152x2097152, pydct, 0.04236869299999979
2097152x2097152, scipy, 0.0003062050000002259
2097152x2097152, pydct, 0.04049732600000011
2097152x2097152, scipy, 0.0002792500000001752
2097152x2097152, pydct, 0.03935866100000007
2097152x2097152, scipy, 0.00018199599999979554
2097152x2097152, pydct, 0.038143888000000015
4194304x4194304, scipy, 0.0002834449999999933
4194304x4194304, pydct, 0.045593903000000324
4194304x4194304, scipy, 0.0002704190000000217
4194304x4194304, pydct, 0.04513805900000012
4194304x4194304, scipy, 0.0003118109999999952
4194304x4194304, pydct, 0.045260195
4194304x4194304, scipy, 0.0002896699999999086
4194304x4194304, pydct, 0.0440674750000003
4194304x4194304, scipy, 0.00025175099999996675
4194304x4194304, pydct, 0.04432429399999993
4194304x4194304, scipy, 0.0002452589999997201
4194304x4194304, pydct, 0.04852239900000033
4194304x4194304, scipy, 0.0003200300000001377
4194304x4194304, pydct, 0.045497174999999945
4194304x4194304, scipy, 0.00031993699999999237
4194304x4194304, pydct, 0.04712387000000007
4194304x4194304, scipy, 0.00026252500000012446
4194304x4194304, pydct, 0.04818984800000026
4194304x4194304, scipy, 0.0003380680000000247
4194304x4194304, pydct, 0.04663477699999996
8388608x8388608, scipy, 0.0003624559999999555
8388608x8388608, pydct, 0.05016434900000011
8388608x8388608, scipy, 0.0002471210000001278
8388608x8388608, pydct, 0.05209460300000002
8388608x8388608, scipy, 0.00029567800000007693
8388608x8388608, pydct, 0.05203915599999975
8388608x8388608, scipy, 0.00026267799999990515
8388608x8388608, pydct, 0.05168454199999983
8388608x8388608, scipy, 0.0002819170000001314
8388608x8388608, pydct, 0.051057442999999925
8388608x8388608, scipy, 0.0004141680000002701
8388608x8388608, pydct, 0.05513405300000018
8388608x8388608, scipy, 0.00034208800000001816
8388608x8388608, pydct, 0.052690945000000156
8388608x8388608, scipy, 0.0003314290000000497
8388608x8388608, pydct, 0.054450752999999796
8388608x8388608, scipy, 0.00028318199999999294
8388608x8388608, pydct, 0.05274694999999996
8388608x8388608, scipy, 0.0002834690000002027
8388608x8388608, pydct, 0.05213055400000011
16777216x16777216, scipy, 0.00028249100000010685
16777216x16777216, pydct, 0.05866504299999997
16777216x16777216, scipy, 0.00023888700000007645
16777216x16777216, pydct, 0.057960835000000266
16777216x16777216, scipy, 0.00023351599999976713
16777216x16777216, pydct, 0.05847169000000019
16777216x16777216, scipy, 0.00027941200000025646
16777216x16777216, pydct, 0.05858788400000048
16777216x16777216, scipy, 0.00029613599999933626
16777216x16777216, pydct, 0.058421856000000716
16777216x16777216, scipy, 0.00028192199999921286
16777216x16777216, pydct, 0.060582555999999954
16777216x16777216, scipy, 0.00049260399999973
16777216x16777216, pydct, 0.06309770699999984
16777216x16777216, scipy, 0.0003279440000003575
16777216x16777216, pydct, 0.05867170299999991
16777216x16777216, scipy, 0.00032407299999981376
16777216x16777216, pydct, 0.0582419389999993
16777216x16777216, scipy, 0.000319001000000263
16777216x16777216, pydct, 0.06036785099999964
33554432x33554432, scipy, 0.0003219130000005066
33554432x33554432, pydct, 0.06518031800000035
33554432x33554432, scipy, 0.0002906579999999437
33554432x33554432, pydct, 0.06479214099999986
33554432x33554432, scipy, 0.0002952709999997083
33554432x33554432, pydct, 0.0661669680000001
33554432x33554432, scipy, 0.0002781149999995236
33554432x33554432, pydct, 0.06963277500000054
33554432x33554432, scipy, 0.00030288900000030594
33554432x33554432, pydct, 0.06745191200000011
33554432x33554432, scipy, 0.00036321800000038706
33554432x33554432, pydct, 0.0650610949999999
33554432x33554432, scipy, 0.0002858709999999931
33554432x33554432, pydct, 0.06663694600000003
33554432x33554432, scipy, 0.0005348439999997012
33554432x33554432, pydct, 0.06558743899999975
33554432x33554432, scipy, 0.00031162399999917767
33554432x33554432, pydct, 0.06714577799999955
33554432x33554432, scipy, 0.0002767400000003306
33554432x33554432, pydct, 0.07022658899999978
67108864x67108864, scipy, 0.0003428260000006844
67108864x67108864, pydct, 0.07915539000000038
67108864x67108864, scipy, 0.0005784330000002669
67108864x67108864, pydct, 0.07862869299999975
67108864x67108864, scipy, 0.0003803129999999655
67108864x67108864, pydct, 0.0725085700000001
67108864x67108864, scipy, 0.0004178260000005096
67108864x67108864, pydct, 0.08252422400000015
67108864x67108864, scipy, 0.000337501999999823
67108864x67108864, pydct, 0.07933198899999994
67108864x67108864, scipy, 0.0003173570000001291
67108864x67108864, pydct, 0.07722687600000011
67108864x67108864, scipy, 0.00037757299999974236
67108864x67108864, pydct, 0.07867886600000062
67108864x67108864, scipy, 0.0003987629999997466
67108864x67108864, pydct, 0.07588350800000043
67108864x67108864, scipy, 0.0003096759999996479
67108864x67108864, pydct, 0.07602863299999996
67108864x67108864, scipy, 0.0002665909999999272
67108864x67108864, pydct, 0.08136838799999957
134217728x134217728, scipy, 0.0003005690000001948
134217728x134217728, pydct, 0.09341876900000035
134217728x134217728, scipy, 0.00027430100000014335
134217728x134217728, pydct, 0.0931708819999999
134217728x134217728, scipy, 0.00031408199999916064
134217728x134217728, pydct, 0.08237509399999965
134217728x134217728, scipy, 0.00030081700000028633
134217728x134217728, pydct, 0.08180672399999978
134217728x134217728, scipy, 0.00027365399999990103
134217728x134217728, pydct, 0.08291248899999992
134217728x134217728, scipy, 0.00027058199999974164
134217728x134217728, pydct, 0.08320060399999996
134217728x134217728, scipy, 0.0003936880000008358
134217728x134217728, pydct, 0.0891618059999999
134217728x134217728, scipy, 0.0002707420000005456
134217728x134217728, pydct, 0.09069633199999938
134217728x134217728, scipy, 0.00027441699999997127
134217728x134217728, pydct, 0.0807823549999993
134217728x134217728, scipy, 0.00032253000000004306
134217728x134217728, pydct, 0.08091610799999938
268435456x268435456, scipy, 0.00025665899999971487
268435456x268435456, pydct, 0.08678524599999982
268435456x268435456, scipy, 0.00032214800000041066
268435456x268435456, pydct, 0.08819805399999936
268435456x268435456, scipy, 0.0003435240000007056
268435456x268435456, pydct, 0.09112595700000004
268435456x268435456, scipy, 0.0002697759999996663
268435456x268435456, pydct, 0.08954723200000014
268435456x268435456, scipy, 0.00032767799999966485
268435456x268435456, pydct, 0.08710863000000035
268435456x268435456, scipy, 0.00036061700000011854
268435456x268435456, pydct, 0.08953079699999922
268435456x268435456, scipy, 0.0003808400000000489
268435456x268435456, pydct, 0.08895109299999948
268435456x268435456, scipy, 0.00035943800000026727
268435456x268435456, pydct, 0.0982674939999999
268435456x268435456, scipy, 0.00033769699999997016
268435456x268435456, pydct, 0.0957657059999999
268435456x268435456, scipy, 0.0003855939999999336
268435456x268435456, pydct, 0.09180438899999999
536870912x536870912, scipy, 0.00036979600000019985
536870912x536870912, pydct, 0.09822804100000049
536870912x536870912, scipy, 0.00037716200000037503
536870912x536870912, pydct, 0.09716543599999916
536870912x536870912, scipy, 0.0002859089999995845
536870912x536870912, pydct, 0.09874497599999987
536870912x536870912, scipy, 0.00038594000000014006
536870912x536870912, pydct, 0.09889249100000086
536870912x536870912, scipy, 0.000368308000000539
536870912x536870912, pydct, 0.10220121999999954
536870912x536870912, scipy, 0.00038098799999986
536870912x536870912, pydct, 0.11262784900000078
536870912x536870912, scipy, 0.00039610700000025645
536870912x536870912, pydct, 0.10353746800000074
536870912x536870912, scipy, 0.0004880179999986467
536870912x536870912, pydct, 0.10978701100000166
536870912x536870912, scipy, 0.0003944570000005143
536870912x536870912, pydct, 0.10502160499999924
536870912x536870912, scipy, 0.0005122850000010004
536870912x536870912, pydct, 0.10555576699999847
1073741824x1073741824, scipy, 0.00038890600000129893
1073741824x1073741824, pydct, 0.11935959100000026
1073741824x1073741824, scipy, 0.00043885200000026714
1073741824x1073741824, pydct, 0.11741984399999872
1073741824x1073741824, scipy, 0.000356326000000351
1073741824x1073741824, pydct, 0.11713216200000076
1073741824x1073741824, scipy, 0.00036210700000083307
1073741824x1073741824, pydct, 0.12348061799999854
1073741824x1073741824, scipy, 0.0003554090000008614
1073741824x1073741824, pydct, 0.11701300100000012
1073741824x1073741824, scipy, 0.00048295900000105974
1073741824x1073741824, pydct, 0.11315905500000056
1073741824x1073741824, scipy, 0.00031652000000015335
1073741824x1073741824, pydct, 0.11304158799999975
1073741824x1073741824, scipy, 0.0003605189999991154
1073741824x1073741824, pydct, 0.1219996590000001
1073741824x1073741824, scipy, 0.00034385399999870003
1073741824x1073741824, pydct, 0.11515975400000045
1073741824x1073741824, scipy, 0.00031542299999998136
1073741824x1073741824, pydct, 0.1142666090000013
2147483648x2147483648, scipy, 0.00035968199999913963
2147483648x2147483648, pydct, 0.123651713000001
2147483648x2147483648, scipy, 0.00034744399999908637
2147483648x2147483648, pydct, 0.12320790700000117
2147483648x2147483648, scipy, 0.0003747870000001541
2147483648x2147483648, pydct, 0.1220135649999996
2147483648x2147483648, scipy, 0.000445653999999962
2147483648x2147483648, pydct, 0.12674012499999954
2147483648x2147483648, scipy, 0.0004829409999995704
2147483648x2147483648, pydct, 0.12377835000000026
2147483648x2147483648, scipy, 0.00034508899999963205
2147483648x2147483648, pydct, 0.1251121640000008
2147483648x2147483648, scipy, 0.0003904629999986753
2147483648x2147483648, pydct, 0.12195385799999947
2147483648x2147483648, scipy, 0.0005407650000002207
2147483648x2147483648, pydct, 0.12181803400000035
2147483648x2147483648, scipy, 0.00042133500000041124
2147483648x2147483648, pydct, 0.12070778799999893
2147483648x2147483648, scipy, 0.0004138930000010532
2147483648x2147483648, pydct, 0.12294346400000045
4294967296x4294967296, scipy, 0.0002937719999991373
4294967296x4294967296, pydct, 0.14548561199999988
4294967296x4294967296, scipy, 0.0003437720000007971
4294967296x4294967296, pydct, 0.13051457299999925
4294967296x4294967296, scipy, 0.00029986000000015167
4294967296x4294967296, pydct, 0.1364731360000011
4294967296x4294967296, scipy, 0.000343298000000658
4294967296x4294967296, pydct, 0.13867610500000005
4294967296x4294967296, scipy, 0.0002952939999989468
4294967296x4294967296, pydct, 0.13616544299999944
4294967296x4294967296, scipy, 0.0003556850000006051
4294967296x4294967296, pydct, 0.12960442299999997
4294967296x4294967296, scipy, 0.0004257429999992013
4294967296x4294967296, pydct, 0.13359719199999986
4294967296x4294967296, scipy, 0.0003454879999988947
4294967296x4294967296, pydct, 0.13963558200000037
4294967296x4294967296, scipy, 0.0003861369999995645
4294967296x4294967296, pydct, 0.15233850099999913
4294967296x4294967296, scipy, 0.0003622920000001528
4294967296x4294967296, pydct, 0.14028973899999997
8589934592x8589934592, scipy, 0.00036243000000091286
8589934592x8589934592, pydct, 0.1512512399999988
8589934592x8589934592, scipy, 0.00030303499999995154
8589934592x8589934592, pydct, 0.1441903989999993
8589934592x8589934592, scipy, 0.0004462519999997028
8589934592x8589934592, pydct, 0.14819767200000022
8589934592x8589934592, scipy, 0.00031359599999980503
8589934592x8589934592, pydct, 0.14982922299999935
8589934592x8589934592, scipy, 0.00028533000000052766
8589934592x8589934592, pydct, 0.14894109299999947
8589934592x8589934592, scipy, 0.00032458199999929604
8589934592x8589934592, pydct, 0.1526133810000001
8589934592x8589934592, scipy, 0.00048334400000094035
8589934592x8589934592, pydct, 0.1409052319999997
8589934592x8589934592, scipy, 0.0003987859999998733
8589934592x8589934592, pydct, 0.14335062199999982
8589934592x8589934592, scipy, 0.0003536809999999946
8589934592x8589934592, pydct, 0.15039617999999955
8589934592x8589934592, scipy, 0.0003150269999991906
8589934592x8589934592, pydct, 0.15462729699999933
17179869184x17179869184, scipy, 0.00038196400000067854
17179869184x17179869184, pydct, 0.17649223599999964
17179869184x17179869184, scipy, 0.00034624999999977035
17179869184x17179869184, pydct, 0.172793415000001
17179869184x17179869184, scipy, 0.0003378190000002945
17179869184x17179869184, pydct, 0.16515177200000153
17179869184x17179869184, scipy, 0.0003841829999995383
17179869184x17179869184, pydct, 0.16205040599999876
17179869184x17179869184, scipy, 0.0004147200000002016
17179869184x17179869184, pydct, 0.16330196900000082
17179869184x17179869184, scipy, 0.00036925300000056893
17179869184x17179869184, pydct, 0.16377185400000016
17179869184x17179869184, scipy, 0.00034603400000143836
17179869184x17179869184, pydct, 0.16724987499999955
17179869184x17179869184, scipy, 0.0005090410000008205
17179869184x17179869184, pydct, 0.17225370099999893
17179869184x17179869184, scipy, 0.00031078900000025556
17179869184x17179869184, pydct, 0.16422047000000006
